rule_name,spec_text,cp_name_1,coverage_desc_1,cp_name_2,coverage_desc_2,cp_name_3,coverage_desc_3,cp_name_4,coverage_desc_4,cp_name_5,coverage_desc_5,cp_name_6,coverage_desc_6,cp_name_7,coverage_desc_7,cp_name_8,coverage_desc_8,cp_name_9,coverage_desc_9,cp_name_10,coverage_desc_10,cp_name_11,coverage_desc_11,cp_name_12,coverage_desc_12,cp_name_13,coverage_desc_13,cp_name_14,coverage_desc_14,cp_name_15,coverage_desc_15,cp_name_16,coverage_desc_16,cp_name_17,coverage_desc_17,cp_name_18,coverage_desc_18,cp_name_19,coverage_desc_19,cp_name_20,coverage_desc_20,cp_name_21,coverage_desc_21,cp_name_22,coverage_desc_22,cp_name_23,coverage_desc_23,coverage_status,explanation,gaps,cp_name_24,coverage_desc_24,cp_name_25,coverage_desc_25,cp_name_26,coverage_desc_26,cp_name_27,coverage_desc_27,cp_name_28,coverage_desc_28,cp_name_29,coverage_desc_29,cp_name_30,coverage_desc_30,cp_name_31,coverage_desc_31,cp_name_32,coverage_desc_32,cp_name_33,coverage_desc_33,cp_name_34,coverage_desc_34,cp_name_35,coverage_desc_35,cp_name_36,coverage_desc_36
vsstatus-FS_off_hypervisor_V_fp_ill,"If the hypervisor extension is implemented and V=1, the vsstatus.FS field is additionally in effect for vector floating-point instructions.  If vsstatus.FS or mstatus.FS is Off then any attempt to execute a vector floating-point instruction will raise an illegal-instruction exception.",cp_mstatus_vs_off / cp_vsstatus_vs_off,Functional coverage states: if vsstatus.FS or mstatus.FS is Off then vector floating-point instruction raises illegal-instruction exception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The coverpoints listed are cp_mstatus_vs_off and cp_vsstatus_vs_off, which test VS (vector status) field being Off, but the normative rule is about the FS (floating-point status) field being Off causing illegal-instruction exceptions for vector floating-point instructions. The coverpoint names reference 'vs_off' not 'fs_off', suggesting they may be testing the wrong CSR field. Additionally, the rule requires V=1 (hypervisor virtual mode) context and the hypervisor extension to be implemented, which may not be verified by these coverpoints.",Coverpoints reference VS field (cp_mstatus_vs_off/cp_vsstatus_vs_off) but the rule is about FS field being Off; No explicit coverage that V=1 (running in VS-mode under hypervisor) is the tested context; No coverage verifying that the hypervisor extension is implemented as a precondition,,,,,,,,,,,,,,,,,,,,,,,,,,
mstatus-FS_off_hypervisor_V_fp_ill,"If the hypervisor extension is implemented and V=1, the vsstatus.FS field is additionally in effect for vector floating-point instructions.  If vsstatus.FS or mstatus.FS is Off then any attempt to execute a vector floating-point instruction will raise an illegal-instruction exception.",cp_mstatus_vs_off / cp_vsstatus_vs_off,"Tests that when hypervisor V=1, mstatus.FS Off causes vector floating-point instruction to raise illegal-instruction exception",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The coverpoints test mstatus.FS Off and vsstatus.VS Off, but the normative rule specifically requires testing vsstatus.FS (not vsstatus.VS). The rule states that both vsstatus.FS and mstatus.FS being Off should cause illegal-instruction exceptions for vector floating-point instructions when V=1. The coverpoint names reference VS fields rather than FS fields, suggesting they may be testing the wrong CSR fields. Additionally, the rule requires testing that if EITHER vsstatus.FS OR mstatus.FS is Off the exception is raised, meaning both conditions should be tested independently.",Missing coverpoint for vsstatus.FS=Off (not VS) causing illegal-instruction exception on vector FP instructions when V=1; Coverpoints reference VS fields instead of FS fields as specified in the normative rule; Need to verify both independent conditions: mstatus.FS=Off alone and vsstatus.FS=Off alone each cause the exception,,,,,,,,,,,,,,,,,,,,,,,,,,
vsstatus-FS_dirty_hypervisor_V_fp,"Any vector floating-point instruction that modifies any floating-point extension state (i.e., floating-point CSRs or f registers) must set both mstatus.FS and vsstatus.FS to Dirty.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,Privileged-only: Requires hypervisor V=1 mode testing to verify FS dirty behavior,Requires privileged mode test infrastructure not currently in scope,,,,,,,,,,,,,,,,,,,,,,,,,,
mstatus-FS_dirty_hypervisor_V_fp,"Any vector floating-point instruction that modifies any floating-point extension state (i.e., floating-point CSRs or f registers) must set both mstatus.FS and vsstatus.FS to Dirty.",cp_vectorfp_mstatus_fs_state_affecting_register,SmVF cp_vectorfp_mstatus_fs_state_affecting_register tests that vector FP instructions modifying FP register state set mstatus.FS to Dirty (non-hypervisor part).,cp_vectorfp_mstatus_fs_state_affecting_csr,SmVF cp_vectorfp_mstatus_fs_state_affecting_csr tests that vector FP instructions modifying FP CSR state set mstatus.FS to Dirty.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,SmV/SmVF or standard coverpoints now address this rule. Coverage is partial as not all aspects of the normative requirement may be covered.,Some aspects of the normative rule may still need dedicated testing.,,,,,,,,,,,,,,,,,,,,,,,,,,
fflags_op_V_fp,A vector floating-point exception at any active floating-point element sets the standard FP exception flags in the fflags register.  Inactive elements do not set FP exception flags.,cp_custom_vfncvt_rup_overflow,"The coverpoint verifies that the overflow flag (fflags.OF bit 2) is set for an active element that produces an overflow, directly testing that FP exceptions at active elements set fflags.",cp_custom_vfp_csr_state_mstatus_dirty,"The coverpoint uses vfrsqrt7.v with vs2=0 specifically to trigger floating-point exception flags, partially covering the rule that vector FP exceptions at active elements set fflags.",cp_custom_vfp_flags_set,"Directly covers this rule - the coverpoint verifies that vector fp exceptions at active elements set fflags, matching the rule's specification exactly.",cp_custom_vfp_flags_inactive_not_set,"Directly tests that inactive elements do not set FP exception flags by using an inactive element (masked off) that would normally set fflags (vfrsqrt7 with vs2=0 causes divide-by-zero), verifying fflags remains clear",cp_custom_FpRecSqrtEst_flag_edges,"Coverpoint tests that all FP flags are correctly set for vfrsqrt7, directly covering the rule that active floating-point elements set fflags and inactive elements do not.",cp_custom_FpRecipEst_flag_edges,"Coverpoint tests that all FP flags are correctly set for reciprocal estimate instruction, directly covering the rule that vector FP exceptions at active elements set fflags",cp_custom_vfp_NaN_input,"Coverpoint verifies that flags are set properly when NaN inputs are used, which exercises the fflags mechanism for vector floating-point exceptions at active elements.",cp_custom_vfncvt_rod_overflow,"Converting a finite value that overflows the destination format raises the overflow and inexact floating-point exception flags in fflags, partially covering the requirement that active FP elements set standard FP exception flags.",cp_custom_vfredosum_NAN_vl0,"Confirms that no floating-point exception flags are set when there are no active elements (vl=0), covering the rule that only active elements set FP exception flags and inactive elements do not.",cp_vs2_edges,"Floating-point edge values in vs2 (NaN, infinity, denormals, zeros, max/min normals) trigger various FP exception conditions, partially verifying that active elements set fflags appropriately.",cp_vs1_edges,"cp_vs1_edges with f variant uses floating-point edge values (NaN, infinity, denormals, max/min values) that trigger FP exceptions at active elements, exercising the fflags update rule.",cp_fs1_edges,"cp_fs1_edges uses edge values including infinity, subnormals, signaling NaN, and values near boundaries (1+ulp, largest normal, 2^emax) that trigger floating-point exceptions (invalid, underflow, overflow, inexact) on active elements, exercising fflags updates.",cr_vs2_fs1_edges,"cr_vs2_fs1_edges exercises floating-point edge values (NaN, ±inf, ±0, denormals) in both vs2 and fs1, which trigger various floating-point exceptions (invalid, overflow, underflow, inexact) that must set fflags for active elements.",cp_csr_fflags,"cp_csr_fflags directly tests that floating-point operations set and clear all applicable fflags bits. The variants encode which flags are applicable: 'v' = all 5 flags (NV,DZ,OF,UF,NX), 'von/voun/vdon' = overflow+underflow+inexact+invalid (no DZ), 'vn/vun/vdon' = subsets of flags. This coverpoint verifies that active elements set the correct fflags and that flags are cleared when not applicable, directly covering this rule.",,,,,,,,,,,,,,,,,,,full,"The rule has two aspects: (1) active floating-point elements set fflags, and (2) inactive elements do not set fflags. Aspect 1 is thoroughly covered by cp_custom_vfp_flags_set (direct coverage), cp_custom_vfncvt_rup_overflow (overflow flag), cp_custom_FpRecSqrtEst_flag_edges and cp_custom_FpRecipEst_flag_edges (all flag types), cp_custom_vfp_NaN_input (NaN handling), cp_custom_vfncvt_rod_overflow (overflow+inexact), and cp_custom_vfp_csr_state_mstatus_dirty (exception triggering). Aspect 2 is covered by cp_custom_vfp_flags_inactive_not_set (masked-off element that would cause divide-by-zero doesn't set fflags) and cp_custom_vfredosum_NAN_vl0 (no active elements means no flags set).",,,,,,,,,,,,,,,,,,,,,,,,,,,
vfadd_op,"# Floating-point add vfadd.vv vd, vs2, vs1, vm   # Vector-vector vfadd.vf vd, vs2, rs1, vm   # vector-scalar  # Floating-point subtract vfsub.vv vd, vs2, vs1, vm   # Vector-vector vfsub.vf vd, vs2, rs1, vm   # Vector-scalar vd[i] = vs2[i] - f[rs1] vfrsub.vf vd, vs2, rs1, vm  # Scalar-vector vd[i] = f[rs1] - vs2[i]",cp_fs1_edges,"cp_fs1_edges exercises vfadd.vf with floating-point edge values (0, infinity, NaN, subnormals, etc.) as the scalar rs1 operand, partially covering the add operation definition.",cr_vs2_fs1_edges,"cr_vs2_fs1_edges exercises vfadd.vf with cross-product of edge values in vs2 and fs1, verifying the vector-scalar add operation across boundary floating-point values.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The coverpoints only test vfadd.vf with edge values for the scalar operand and cross-product of edge values. They do not cover vfadd.vv (vector-vector add), vfsub.vv (vector-vector subtract), vfsub.vf (vector-scalar subtract), or vfrsub.vf (scalar-vector reverse subtract). Additionally, there is no coverage of general non-edge operand values for vfadd.vf.",vfadd.vv vector-vector add not covered; vfsub.vv vector-vector subtract not covered; vfsub.vf vector-scalar subtract not covered; vfrsub.vf scalar-vector reverse subtract not covered; vfadd.vf with non-edge general operand values not covered,,,,,,,,,,,,,,,,,,,,,,,,,,
vfsub_op,"# Floating-point add vfadd.vv vd, vs2, vs1, vm   # Vector-vector vfadd.vf vd, vs2, rs1, vm   # vector-scalar  # Floating-point subtract vfsub.vv vd, vs2, vs1, vm   # Vector-vector vfsub.vf vd, vs2, rs1, vm   # Vector-scalar vd[i] = vs2[i] - f[rs1] vfrsub.vf vd, vs2, rs1, vm  # Scalar-vector vd[i] = f[rs1] - vs2[i]",cp_fs1_edges,"cp_fs1_edges exercises vfsub.vf with floating-point edge values as the scalar rs1 operand, partially covering the subtract operation vd[i] = vs2[i] - f[rs1].",cr_vs2_fs1_edges,"cr_vs2_fs1_edges exercises vfsub.vf with cross-product of edge values in vs2 and fs1, verifying vd[i] = vs2[i] - f[rs1] across boundary floating-point values.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The coverpoints only cover vfsub.vf (vector-scalar subtract). The normative rule also defines vfsub.vv (vector-vector subtract), which has no coverpoints testing it.",vfsub.vv (vector-vector subtract) has no coverage,,,,,,,,,,,,,,,,,,,,,,,,,,
vfrsub_op,"# Floating-point add vfadd.vv vd, vs2, vs1, vm   # Vector-vector vfadd.vf vd, vs2, rs1, vm   # vector-scalar  # Floating-point subtract vfsub.vv vd, vs2, vs1, vm   # Vector-vector vfsub.vf vd, vs2, rs1, vm   # Vector-scalar vd[i] = vs2[i] - f[rs1] vfrsub.vf vd, vs2, rs1, vm  # Scalar-vector vd[i] = f[rs1] - vs2[i]",cp_fs1_edges,"cp_fs1_edges exercises vfrsub.vf with edge values as the scalar rs1 operand, partially covering the reverse subtract operation vd[i] = f[rs1] - vs2[i].",cr_vs2_fs1_edges,"cr_vs2_fs1_edges exercises vfrsub.vf with cross-product of edge values in vs2 and fs1, verifying vd[i] = f[rs1] - vs2[i] across boundary floating-point values.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The normative rule for vfrsub.vf specifies vd[i] = f[rs1] - vs2[i]. cp_fs1_edges covers edge values for the scalar rs1 operand, and cr_vs2_fs1_edges covers the cross-product of edge values in both vs2 and fs1, together fully exercising the reverse subtract operation across boundary floating-point values.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vfwadd_op,"# Widening FP add/subtract, 2*SEW = SEW +/- SEW vfwadd.vv vd, vs2, vs1, vm  # vector-vector vfwadd.vf vd, vs2, rs1, vm  # vector-scalar vfwsub.vv vd, vs2, vs1, vm  # vector-vector vfwsub.vf vd, vs2, rs1, vm  # vector-scalar  # Widening FP add/subtract, 2*SEW = 2*SEW +/- SEW vfwadd.wv  vd, vs2, vs1, vm  # vector-vector vfwadd.wf  vd, vs2, rs1, vm  # vector-scalar vfwsub.wv  vd, vs2, vs1, vm  # vector-vector vfwsub.wf  vd, vs2, rs1, vm  # vector-scalar",cp_vs2_edges,"The f_emul2 variant specifically exercises vfwadd.wv and vfwadd.wf where vs2 is 2*SEW wide, testing widening add/subtract with double-width edge values in vs2.",cp_fs1_edges,"cp_fs1_edges exercises vfwadd.vf and vfwadd.wf with floating-point edge values as the scalar operand, partially covering widening add operations.",cr_vs2_fs1_edges,"cr_vs2_fs1_edges exercises vfwadd.vf (variant=x) and vfwadd.wf (variant=wf) with edge values, covering both widening forms: 2*SEW = SEW + SEW and 2*SEW = 2*SEW + SEW.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The coverpoints focus on edge values for vs2 and fs1/rs1 operands across vfwadd variants, but do not cover vfwsub instructions at all. The normative rule defines both widening add (vfwadd) and widening subtract (vfwsub) in both forms (.vv/.vf and .wv/.wf), yet all listed coverpoints only reference vfwadd.","No coverage of vfwsub.vv, vfwsub.vf, vfwsub.wv, or vfwsub.wf instructions; No coverage of vs1 operand edge values for .vv variants (vector-vector forms); No coverage of destination (vd) behavior verifying correct 2*SEW width results",,,,,,,,,,,,,,,,,,,,,,,,,,
vfmul_op,"# Floating-point multiply vfmul.vv vd, vs2, vs1, vm   # Vector-vector vfmul.vf vd, vs2, rs1, vm   # vector-scalar  # Floating-point divide vfdiv.vv vd, vs2, vs1, vm   # Vector-vector vfdiv.vf vd, vs2, rs1, vm   # vector-scalar  # Reverse floating-point divide vector = scalar / vector vfrdiv.vf vd, vs2, rs1, vm  # scalar-vector, vd[i] = f[rs1]/vs2[i]",cp_fs1_edges,"cp_fs1_edges exercises vfmul.vf with edge values including 0, infinity, NaN, and powers of 2, partially covering the multiply operation.",cr_vs2_fs1_edges,"cr_vs2_fs1_edges exercises vfmul.vf with cross-product of edge values in vs2 and fs1, verifying vector-scalar multiply across boundary floating-point values.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The coverpoints only exercise vfmul.vf with edge values. There is no coverage for vfmul.vv (vector-vector multiply), vfdiv.vv (vector-vector divide), vfdiv.vf (vector-scalar divide), or vfrdiv.vf (reverse scalar-vector divide).",vfmul.vv vector-vector multiply not covered; vfdiv.vv vector-vector divide not covered; vfdiv.vf vector-scalar divide not covered; vfrdiv.vf reverse scalar-vector divide not covered,,,,,,,,,,,,,,,,,,,,,,,,,,
